Rating ID,Movie Code,Rating Point Type,Writer ID,Report Title,Report Time,Rating
15758480,161967,after,ox01****,영화를 보고 돌아가는 길에 1호선 냄새에 역정내던 내가 있었다 ,20190602 10:19,0
15758068,161967,after,cinn****,"공감성 수치 있는 사람으로서 중간부터 보기 불편해고 웃을 수 없어진 영화. 그러나 동시에 재미있고 몰입하게 하는, 잘 만들어진 영화. 각 캐릭터마다 힘이 있는게 좋았고 지나치게 난해하지도 않아서. 황금 종려상으로 예술성 인정받고 상업성도 있는 영화인듯 ",20190602 07:24,0
15745221,161967,after,ahre****,영화가 끝나자 마자 이영화는 한번 더 보고싶다는 생각이 들었다 ,20190531 11:40,0
15808150,161967,after,ghdv****,영화가 끝나고 어떤 분도 영화 얘기를 하지 않았습니다 그저 침묵할 뿐 ,20190614 16:03,9
15758132,161967,after,sohe****,영화끝나고 멍때리게되는 영화 ,20190602 08:11,0
15750529,161967,after,pyun****,나 또한 냄새로 누군가를 구별하고 판단했다.계획과 무계획에 대하여 깊이 생각해본 하루였다. ,20190601 03:02,0
15790621,161967,after,smp8****,영화제 수상한 영화는 어렵고 지루하다는 편견을 깼다 ,20190608 22:27,0
15758131,161967,after,celi****,보는 내내 긴장감이 짓누른다. 상영이 끝나고 나니 머리가 아팠다. 클라이맥스로 치달아 갈 때까지 가슴을 조여왔다.  이젠 체력도 딸린다. 관람하는 동안에는 유쾌하고 즐겁고 뿌듯한 감동을 느끼고 싶다. ,20190602 08:10,8
15911343,161967,after,3432****,이건뭐..좋은 영환데 좋지가 않다. ,20190717 22:47,9
15740604,161967,after,cnsd****,오랜만에 영화다운 영화를 보네.역시 황금종려상을 받은 이유가 괜히 있는게 아닌듯하다 ,20190530 21:40,9
15765821,161967,after,cece****,죽어가는 사람 앞에서도 악취에 찡그리는 그들을 보니 누가 기생충인지 모르겠다. ,20190603 14:36,0
15738465,161967,after,meil****,보면서 많이 놀랐음. 신선한 영화 ,20190530 16:35,0
15736688,161967,after,wdbe****,감각이 느껴지지 않는 상징은 죽은 상징임을 잘 보여주는 영화 ,20190530 12:32,0
15762815,161967,after,zzan****,좌파 영화의 끝 현실이 싫다면 배급 타먹는 북한으로 짐싸서 가길 바란다 ,20190602 23:05,1
15788768,161967,after,song****,15세 관람가라고 하기에는 잔인하다 ,20190608 13:37,6
15748094,161967,after,loli****,스스로를 피해자의 위치에 한정시켜놓고 저항의 기제 없이 살아오도록 만드는 계급사회... 마지막 그 누구의 칼부림이 한편으로는 반갑게 느껴졌던 역설. ,20190531 21:22,9
15786592,161967,after,areu****,나에겐 너무 어려운 영화..ㅎㅎ 등급은 19세로 해야할듯싶다 ,20190607 23:12,6
15766456,161967,after,sdus****,참신하긴한데 기대에는 좀못미치는듯 ,20190603 17:37,8
15754681,161967,after,fany****,너무 현실적이라 보고나서 씁쓸함이 남는 영화. 코미디인지 공포영화인지 장르가 섞여있네요.  웃긴 장면도 크게 웃을 수는 없고 희극과 비극이 섞여 있어요. ,20190601 20:31,9
15767651,161967,after,chlw****,올해가장잘한일 : 기생충 스포당하기전에 본것 ,20190603 22:59,0
15749878,161967,after,hjs5****,한눈한번 안팔고 집중해서 봤어요 최근본 영화중 단연 최고 나중에 한번더 봐야겠습니다 오래도록 기억에 남을것 같아요봉준호 감독님 축하드립니다 ,20190601 01:13,0
15823189,161967,after,co10****,"영화가 어떤 부분을 관객에게 알려주고 싶어하는지도 잘 모르겠고,  부모님이랑 봤는데 너무 당황스러웠고, 잘 사는 가족이 잘못은 아니라고 봅니다. 가난한 집이 더 나쁜인간들 아닌가요?뽑아줬더니 배신하고, 죽이고, 잘사는데 그 사람들이 보태준거 없잖아요ㅎ ",20190619 23:29,1
15781136,161967,after,ggar****,솔직히 재미없음 마약왕 이랑 동급 ,20190606 20:58,1
15759131,161967,after,isne****,15세 동반 부모 입장 가능 영화는아닌것 같아요. ,20190602 12:47,8
15757393,161967,after,egud****,뭔가  찜찜한 영화이다;등급조정이 필요해보인다시계방향으로 ,20190602 02:11,7
15789151,161967,after,oxfo****,씁쓸한 사회상을 보여주지만 보는내내 불편했던 건 사실이다 가족내용이지만 가족끼리 보기에는 좀... ,20190608 15:39,6
15765882,161967,after,hote****,불편함이 이중으로 겹쳐져 있어 후유증이 깊다. ,20190603 14:53,0
16195793,161967,after,sun3****,끊임없이 계단을 내려가는 가족의 이미지 ,20190925 08:27,0
15922911,161967,after,ston****,"황금종려상을 받았다고 해서 많은 기대를 하였는데, 생각보다는 그다지 많은 감명을 받지는 못한 것 같다. ",20190721 16:46,9
15799753,161967,after,anih****,"기분이 찝찝함. 작품성과 미장센을 논외로, 많이 불편하고 기분이 더러움. ",20190611 15:07,6
15775978,161967,after,mint****,기대를 많이해서 그런가 찝찝한 영화로 남는다 ,20190606 00:03,2
15771754,161967,after,sohn****,충격적이긴 했지만 재밌었습니다. ,20190605 02:30,0
16722034,161967,after,kale****,초반엔 씁슬하면서도 유쾌하다가 중반~후반으로 갈 수록 소름이 돋습니다... 사람이 무섭고 그런 사람을 만든 현실이 무섭네요. ,20200218 11:50,0
15741241,161967,after,love****,출연 연기자들 연기 하나같이 후덜덜... 정상급 연기를 보는 것만으로도 눈이 호강했습니다. ,20190530 22:46,0
15739223,161967,after,come****,절대 스포금지. 스포는 주지도 받지도 말자. 울다가웃다가..끔찍한 두시간이었어. ,20190530 18:20,0
15807048,161967,after,aqoo****,기대이하였다 궅이 안넣어도 될 이상한 쇼파 애무 설정이나  무엇을 말할려고 하는지  잘 모르겠음 ,20190614 01:34,6
16830805,161967,after,jaye****,아주 재밌게 잘 봤네요^^ ,20200422 03:01,0
15827867,161967,after,gyuh****,재밌는데 왜이렇게 기분이 더럽지 ,20190621 09:31,0
15821194,161967,after,shin****,생각보다 잔인합니다. ,20190619 11:13,0
15814979,161967,after,lej9****,잼있다고 기대를 많이해서 그런지...기대보다는....흠..냥 볼만 합니다. ,20190616 18:10,6
15812654,161967,after,dudd****,아쉬웠....찝찝... ,20190615 22:17,6
15765927,161967,after,mke3****,자극적으로 극대화 시킨건 알겠지만 씁쓸한건 어쩔수없다 ,20190603 15:05,6
15762836,161967,after,kkab****,일단 15세는 아닌것같다 ,20190602 23:09,0
15761568,161967,after,mk14****,15세가 보기엔 좀 난해합니다. ,20190602 20:03,8
15758950,161967,after,youn****,볼땐 재밌게 봤는데 영화가 끝난순간 기분이 안좋아짐 ,20190602 12:13,8
15754607,161967,after,juni****,19세미만 자녀와보고싶다면 따로보시는걸 추천!제가 보수적인건지... ,20190601 20:21,0
15862293,161967,after,adf0****,나쁘지 않아요 그냥 한번 볼 만한 영화... 기대한 만큼은 아닙니다 ,20190630 23:36,8
15822084,161967,after,jiki****,무슨 말을 하고 싶은지는 알겠는데 뭔가 좀 찝찝한 느낌.. ,20190619 16:51,6
15818712,161967,after,kimy****,재미있었어요 근데 19세 걸어야 할 듯ㅋㅋㅋㅋ ,20190618 01:46,0
15793299,161967,after,iiis****,기대를 많이 했는지 특별하게 좋은 작품이란생각은 안들고 한번정도 재미로 볼만한것같습니다 ,20190609 15:06,8
15750574,161967,after,ydse****,와우 긴장감이 고조되며 뒷 내용이 어떻게 이어질까 알수없으며 극후반으로 가면서 고조되는 몰입감 미쳣네요 왜 기생충인지는 영화로 확인할수밖에 없을것같네요 ,20190601 03:16,0
15743616,161967,after,parr****,사소한 장면인데 의미와 깊이가 있다. ,20190531 02:41,8
15820966,161967,after,ck38****,박서준이잘못햇네.. 알바자리소개ㅋㅋㅋ너무분에넘치는걸꿈꾸게햇어 ,20190619 09:12,0
15808239,161967,after,powe****,아주 불편한 영화. 아주 섬세한 영화. ,20190614 16:39,0
15760879,161967,after,shns****,같은 창문인데 보이는 풍경이 너무나 다를 때의 비참함.. ,20190602 17:55,0
15749867,161967,after,777l****,"역대급의 몰입감과 메시지로 이끈다.동시대의 황금종려상 수상작을 자막없이, 극장에 걸린채, 온전히 우리말과 우리만의 현실에 비추어서  빠짐없이 이해하고 공감하면서 볼 수 있다 이작품이 천만이 넘어가지 않는다면 문제가 뭔지 되돌아볼 필요가 있다 ",20190601 01:12,0
15853204,161967,after,jaye****,정말 별로입니다 상받았다고 그냥 봤습니다 ,20190628 08:30,2
15843850,161967,after,arte****,기대를 너무 해서 그런지...기대엔 못미쳤어요... ,20190625 20:39,4
15817529,161967,after,qnr0****,그냥 그런데 왜 재밌다고 하는지 잘 모르겠는 영화 ㅋㅋ ,20190617 16:37,6
15815100,161967,after,munh****,생가보다 지루해서  나오고 싶었음 ,20190616 18:51,6
15793962,161967,after,dlgh****,나의 기준으로 이번년도 한국영화1위 ,20190609 17:50,0
15791641,161967,after,pp_a****,"재밌다고 말하기도 애매하고 그렇다고 재미없다고 할수도 없는 그저그런 영화인듯 초반엔 확실히 생각보다재밌는 포인트가 많아서 웃기기도 하고 뭔가 착착 진행되는거 같아서 괜찮았는데 뒤로 갈수록 점점 보는게뭔가 불편해 지기 시작하더니 막장인거같아요,, ",20190609 01:39,6
15788938,161967,after,tjdd****,조금 많이 지루했어요... ,20190608 14:35,4
15781438,161967,after,asbb****,엄마랑 아무것도 모르고 보러갔다가중간에 민망해졌음....절대..가족들이랑 보러가지 마... ,20190606 21:45,2
15761834,161967,after,elha****,역겨운 영화였습니다..혐오감이 일어나고 정신적으로 받아들이는게 좀 힘드네요.. ,20190602 20:51,2
16841482,161967,after,a116****, ,20200426 10:47,0
15743257,161967,after,ban8****,봉준호는 천재다 앞으로의 영화가 더욱더 기대된다 설국열차도 봐야겠다 재밌다 참신하다 대단하다 감독 Great movie ,20190531 01:43,0
16188183,161967,after,midd****,영화제목처럼 보는내내 불편했지만 역으로 생각을하게 만드는 영화에요 ,20190922 04:21,0
16143442,161967,after,hee2****,보면 볼수록 불쾌한 영화였습니다. ,20190912 09:55,0
16124344,161967,after,star****,두번 보고 싶지않은 기분나쁨 ,20190906 15:49,0
16087307,161967,after,wasa****,"관람한 지 이틀째, 생각이 끊이지 않게 해 주고 있다. 많은 화두를 던져주었다. . ",20190825 18:16,0
16065923,161967,after,dksw****,되게 우울함. 우울증걸릴뻔 ,20190819 12:14,8
15813372,161967,after,ksw2****,아픈 곳을 계속 후벼파는 봉준호감독의 잔인함..무계획이 계획이다. 거부감 느껴지는 대사들과 배우의 행동들에 눈살 찌푸리게되는 나의 모순..안쓰럽고 한숨쉬게되는 결말 장면 ,20190616 02:10,8
15808407,161967,after,mrmu****,진짜 제목처럼 기생충이다 싶었던 영화 ,20190614 17:41,0
15808254,161967,after,rhkr****,재밌어요 근데 보다가 조금 찝찝 ,20190614 16:46,0
15795338,161967,after,akir****,가정부 뭔가 분위기가 묘하게 무서워 ㅠ ,20190609 23:30,8
15785507,161967,after,smjh****,생각하게 하는 영화입니다. ,20190607 17:55,0
15781824,161967,after,bjw4****,기분나쁘지만 마주해야하는 현실..찝찝함 ,20190606 22:46,0
15763773,161967,after,pkji****,전 가정부 등장씬부터 진짜 영화시작 ,20190603 01:14,0
15763554,161967,after,adel****,영화가 끝나고 수석하나 받아들고 집으로 왔다.그래 수석이 자꾸자꾸 달라붙어 떼어낼 수 없는 돌덩이란걸 이제 알게되었다. ,20190603 00:41,0
15761645,161967,after,igwa****,꿀잼인데 넘 무섭쨔냐....아.. 가족이랑 보지는 마세요좀 민망할수도? 경험담은 아님미다... ,20190602 20:16,0
15755903,161967,after,bamb****,재밌었다. 씁쓸하고 불편하긴 하지만 시간가는지 모르고 몰입해서 본 영화 ,20190601 23:15,0
15753833,161967,after,vxvx****,너무나도 아픈 직유법. 받아들이기 힘들지만 어쩌나 ,20190601 18:05,0
15753681,161967,after,ss95****,너무 현실적이라 서글픈... ,20190601 17:42,0
15753477,161967,after,fla5****,엄청나게 찜찜한 영화입니다. 그 찜찜함이 계속 영화를 떠올리게하는군요.. ,20190601 17:05,0
15747478,161967,after,vige****,19금이 맞음. 한시간사십분 동안은 정말 재미있어요 그뒤는 취향에 따라 다름 ,20190531 19:16,8
15888347,161967,after,ph21****,"다 좋은데,,, 19금 감임 ",20190709 19:29,9
15864004,161967,after,piyo****,기대를 너무 많이 한듯.. ,20190701 15:40,7
15822108,161967,after,jyun****,마음이 아프다.현실이란.. ,20190619 16:58,0
15808458,161967,after,sixf****,"상징적이면서 동시에 상징적이지 않은 영화, 봉준호 시즌2의 첫걸음. ",20190614 18:16,0
15794411,161967,after,jeno****,기분 나쁜 영화였습니... ,20190609 19:38,9
15772923,161967,after,love****,보고나서 어딘지 모르게 답답한 느낌을 받은 건.. 지극히 주관적인 내 견해일 뿐임.. ,20190605 14:35,6
15768789,161967,after,whwn****,마냥 재밌다고 할 수 없는 영화 ,20190604 08:15,7
15761927,161967,after,jung****,욕 너무 나와서 듣기 싫었음~완전 맨탈저질 맛이간 가족 이야기.기분 나뻐진 영화.재미는있어요. ,20190602 21:04,7
15754434,161967,after,kusa****,"시간 가는줄 모르고 영화를 봤고, 보는 내내 기생충이라는 영화제목이 정말 딱이라는 생각을 했다. ",20190601 19:50,0
15861226,161967,after,tar3****,아직 안본 사람은 걍 극장을 안가는 사람이지 ,20190630 18:14,0
15781268,161967,after,ghkd****,올라가고 내려가고 난근데 별로 ,20190606 21:18,4
15803031,161967,after,uuuu****,아 너무 찝찝하다 정말.... ,20190612 20:31,7
15797616,161967,after,kdgy****,또 보고싶지는 않지만 진짜 한번은 봐야하는 영화 ,20190610 18:03,9
15773846,161967,after,lpg0****,기대를 너무 많이했나??? ,20190605 18:02,8
15767566,161967,after,bye9****,작품성과 예술성을 떠나서 기분이 별로 좋지 않았다. ,20190603 22:39,6
16727818,161967,after,nkw0****,보고 나서 많은 것을 생각하게 하는 영화 ,20200220 07:33,0
15817535,161967,after,wngu****,"그냥,,별로..재밌는지모르겠네요 ",20190617 16:39,3
15787757,161967,after,kate****,"기대가 컷나보다 많은 것을 생각하게 하기보다 그냥 좀 불편한 영화임, 베드(쇼파)신도 구리고 집에 외부인이 들어와 사는 설정도 신선하진 않으니까 ",20190608 04:15,6
15785245,161967,after,whar****,그저그런데... 뭐가 재미있다는건지 ,20190607 17:04,6
15797484,161967,after,suna****,대한민국을 잘못소개한 영화 ~기분 영 안좋은 영화입니다. ,20190610 17:08,6
15774256,161967,after,zhd0****,초반은 블랙코미디로 보고 있었는데 잘 모르겠어...재미도 감동도 없다면 영화를 왜 봐야하지라는 생각 ,20190605 19:14,6
15801461,161967,after,dkdh****,거품좀꼇다~!!@# ,20190612 11:10,6
17480838,161967,after,s_ra****,재밌어요!1 ,20210418 15:11,0
16742448,161967,after,sang****,선을 넘는걸 싫어하면서 정작 자신은 끊임없이 선을 넘는 사람들과 그것을 싫어할 자격조차 주어지지 않는 사람들 ,20200226 06:27,0
15777761,161967,after,ehdd****,1위 영화라 기대를하고 본탓인가. 영화에 너무 빈틈이 많았고 불필요한 장면 또한 나온다. 현실성있는 영화라 하는데.. 부자들은 너무 멍청하고 못된 인물로 나오고 가난한사람들은 착하고 양심있는 인물로 나온다. 오히려 현실성 너무 없는 영화라 본다 ,20190606 11:01,1
15922069,161967,after,yeun****,뒤로 갈수록 충격적임. ,20190721 11:31,8
15750288,161967,after,100b****,생각이많아지다폭발했다 ,20190601 02:15,8
15749991,161967,after,ohoh****,잘 만든 영화. 씁쓸한결말. ,20190601 01:28,0
15749212,161967,after,blue****,부엌 지하실로 갈 때... 엄청난 공포를 느꼈어요... ,20190531 23:57,0
16106580,161967,after,nasf****,돈없음  개 z o t  같은  세상 ,20190831 09:39,8
15898380,161967,after,cdhy****,생각보단  좀  별로다... ,20190713 12:38,8
15803057,161967,after,hsmh****,이게 왜 15세야? 아무리 요즘 애들이 빨라도 그렇지..심의... ,20190612 20:37,9
15803021,161967,after,gofo****,흔한 기호들로 구현해낸 작위적 세계 ,20190612 20:26,7
15763820,161967,after,wide****,내 감정을 드리볼당해서 골인한듯한 영화.대박. 대작. ,20190603 01:21,0
15738216,161967,after,bril****,"비에 젖지 않는 고급 장난감 텐트와, 비에 젖다 못해 잠겨버리는 반지하 가구 ",20190530 15:58,0
15736627,161967,after,priv****,최근 본 영화중 가장 충격적이었음... 근데 보니까 15세말고 19세 걸어야될것같던데.. ,20190530 12:25,0
15737678,161967,after,papi****,"지하철이라는 단어가 언급되는 순간, 대다수의 관객은 자신이 어디에 이입할 지를 안다. ",20190530 14:41,0
15738415,161967,after,sumi****,전 가정부가 집 벨 누를 때 부터 이 영화는 장르가 바뀐다... 역대급 꿀잼영화 ,20190530 16:28,0
15737905,161967,after,riod****,황금종려상 수상작을 자막 없이 볼 수 있다는 것 자체로 좋다. ,20190530 15:13,0
15743239,161967,after,sa02****,반지하가 제일 아래인줄 알았다. 내려가보니 지하도 있었다. ,20190531 01:41,9
15735958,161967,after,powe****,뭔가 모를 불쾌한 영화였다. 영화가 불쾌하다는게 아니라 보는 내내 가슴에 뭔가 영화에서 나오는 수석이 얹혀져있는 영화다. ,20190530 10:50,8
15736477,161967,after,dudd****,"누군가의 냄새를 맡고, 평가하고, 묘사할 수 있는 것 또한 권력. 냄새로 서로를 알아보고 경계하고 구분짓는 동물들의 세계와 우리 사회는 참 닮아있다. ",20190530 12:05,0
15737802,161967,after,gym9****,박서준이 잘못했네ㅋㅋㅋㅋ ,20190530 15:01,0
15749751,161967,after,ysy0****,봉테일이 간과한 것 - 납골당은 눈높이에 있는 곳이 가장 비쌉니다. 죽음에도 빈부격차가 있어요. ,20190601 00:59,0
